id,character,pinyin,tone,meaning_for_child,word_1,word_2,sentence,image_prompt,audio_required,review_status
char_u59d0,姐,jiě,0,“姐”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,姐人,姐家,我在故事里看见“姐”。,儿童绘本风：用清楚温暖的生活场景表现“姐”的意思，无文字,character meaning words sentence,DRAFT
char_u5f1f,弟,dì,0,“弟”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,弟人,弟家,我在故事里看见“弟”。,儿童绘本风：用清楚温暖的生活场景表现“弟”的意思，无文字,character meaning words sentence,DRAFT
char_u59b9,妹,mèi,0,“妹”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,妹人,妹家,我在故事里看见“妹”。,儿童绘本风：用清楚温暖的生活场景表现“妹”的意思，无文字,character meaning words sentence,DRAFT
char_u5b9d,宝,bǎo,0,“宝”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,宝人,宝家,我在故事里看见“宝”。,儿童绘本风：用清楚温暖的生活场景表现“宝”的意思，无文字,character meaning words sentence,DRAFT
char_u5b69,孩,hái,0,“孩”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,孩人,孩家,我在故事里看见“孩”。,儿童绘本风：用清楚温暖的生活场景表现“孩”的意思，无文字,character meaning words sentence,DRAFT
char_u5b50,子,zi,0,“子”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,子人,子家,我在故事里看见“子”。,儿童绘本风：用清楚温暖的生活场景表现“子”的意思，无文字,character meaning words sentence,DRAFT
char_u533b,医,yī,0,“医”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,医人,医家,我在故事里看见“医”。,儿童绘本风：用清楚温暖的生活场景表现“医”的意思，无文字,character meaning words sentence,DRAFT
char_u62a4,护,hù,0,“护”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,护人,护家,我在故事里看见“护”。,儿童绘本风：用清楚温暖的生活场景表现“护”的意思，无文字,character meaning words sentence,DRAFT
char_u58eb,士,shì,0,“士”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,士人,士家,我在故事里看见“士”。,儿童绘本风：用清楚温暖的生活场景表现“士”的意思，无文字,character meaning words sentence,DRAFT
char_u8b66,警,jǐng,0,“警”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,警人,警家,我在故事里看见“警”。,儿童绘本风：用清楚温暖的生活场景表现“警”的意思，无文字,character meaning words sentence,DRAFT
char_u5bdf,察,chá,0,“察”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,察人,察家,我在故事里看见“察”。,儿童绘本风：用清楚温暖的生活场景表现“察”的意思，无文字,character meaning words sentence,DRAFT
char_u519c,农,nóng,0,“农”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,农人,农家,我在故事里看见“农”。,儿童绘本风：用清楚温暖的生活场景表现“农”的意思，无文字,character meaning words sentence,DRAFT
char_u6c11,民,mín,0,“民”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,民人,民家,我在故事里看见“民”。,儿童绘本风：用清楚温暖的生活场景表现“民”的意思，无文字,character meaning words sentence,DRAFT
char_u5de5,工,gōng,0,“工”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,工人,工家,我在故事里看见“工”。,儿童绘本风：用清楚温暖的生活场景表现“工”的意思，无文字,character meaning words sentence,DRAFT
char_u8c22,谢,xiè,0,“谢”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,谢人,谢家,我在故事里看见“谢”。,儿童绘本风：用清楚温暖的生活场景表现“谢”的意思，无文字,character meaning words sentence,DRAFT
char_u8bf7,请,qǐng,0,“请”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,请人,请家,我在故事里看见“请”。,儿童绘本风：用清楚温暖的生活场景表现“请”的意思，无文字,character meaning words sentence,DRAFT
char_u95ee,问,wèn,0,“问”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,问人,问家,我在故事里看见“问”。,儿童绘本风：用清楚温暖的生活场景表现“问”的意思，无文字,character meaning words sentence,DRAFT
char_u5bf9,对,duì,0,“对”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,对人,对家,我在故事里看见“对”。,儿童绘本风：用清楚温暖的生活场景表现“对”的意思，无文字,character meaning words sentence,DRAFT
char_u8d77,起,qǐ,0,“起”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,起人,起家,我在故事里看见“起”。,儿童绘本风：用清楚温暖的生活场景表现“起”的意思，无文字,character meaning words sentence,DRAFT
char_u6b22,欢,huān,0,“欢”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,欢人,欢家,我在故事里看见“欢”。,儿童绘本风：用清楚温暖的生活场景表现“欢”的意思，无文字,character meaning words sentence,DRAFT
char_u8fce,迎,yíng,0,“迎”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,迎人,迎家,我在故事里看见“迎”。,儿童绘本风：用清楚温暖的生活场景表现“迎”的意思，无文字,character meaning words sentence,DRAFT
char_u5b89,安,ān,0,“安”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,安人,安家,我在故事里看见“安”。,儿童绘本风：用清楚温暖的生活场景表现“安”的意思，无文字,character meaning words sentence,DRAFT
char_u5168,全,quán,0,“全”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,全人,全家,我在故事里看见“全”。,儿童绘本风：用清楚温暖的生活场景表现“全”的意思，无文字,character meaning words sentence,DRAFT
char_u5e2e,帮,bāng,0,“帮”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,帮人,帮家,我在故事里看见“帮”。,儿童绘本风：用清楚温暖的生活场景表现“帮”的意思，无文字,character meaning words sentence,DRAFT
char_u52a9,助,zhù,0,“助”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,助人,助家,我在故事里看见“助”。,儿童绘本风：用清楚温暖的生活场景表现“助”的意思，无文字,character meaning words sentence,DRAFT
char_u559c,喜,xǐ,0,“喜”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,喜人,喜家,我在故事里看见“喜”。,儿童绘本风：用清楚温暖的生活场景表现“喜”的意思，无文字,character meaning words sentence,DRAFT
char_u6e38,游,yóu,0,“游”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,游人,游家,我在故事里看见“游”。,儿童绘本风：用清楚温暖的生活场景表现“游”的意思，无文字,character meaning words sentence,DRAFT
char_u620f,戏,xì,0,“戏”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,戏人,戏家,我在故事里看见“戏”。,儿童绘本风：用清楚温暖的生活场景表现“戏”的意思，无文字,character meaning words sentence,DRAFT
char_u793c,礼,lǐ,0,“礼”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,礼人,礼家,我在故事里看见“礼”。,儿童绘本风：用清楚温暖的生活场景表现“礼”的意思，无文字,character meaning words sentence,DRAFT
char_u7269,物,wù,0,“物”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,物人,物家,我在故事里看见“物”。,儿童绘本风：用清楚温暖的生活场景表现“物”的意思，无文字,character meaning words sentence,DRAFT
char_u8282,节,jié,0,“节”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,节人,节家,我在故事里看见“节”。,儿童绘本风：用清楚温暖的生活场景表现“节”的意思，无文字,character meaning words sentence,DRAFT
char_u9633,阳,yáng,0,“阳”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,阳人,阳家,我在故事里看见“阳”。,儿童绘本风：用清楚温暖的生活场景表现“阳”的意思，无文字,character meaning words sentence,DRAFT
char_u4eae,亮,liàng,0,“亮”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,亮人,亮家,我在故事里看见“亮”。,儿童绘本风：用清楚温暖的生活场景表现“亮”的意思，无文字,character meaning words sentence,DRAFT
char_u5f69,彩,cǎi,0,“彩”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,彩人,彩家,我在故事里看见“彩”。,儿童绘本风：用清楚温暖的生活场景表现“彩”的意思，无文字,character meaning words sentence,DRAFT
char_u8679,虹,hóng,0,“虹”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,虹人,虹家,我在故事里看见“虹”。,儿童绘本风：用清楚温暖的生活场景表现“虹”的意思，无文字,character meaning words sentence,DRAFT
char_u68ee,森,sēn,0,“森”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,森人,森家,我在故事里看见“森”。,儿童绘本风：用清楚温暖的生活场景表现“森”的意思，无文字,character meaning words sentence,DRAFT
