id,character,pinyin,tone,meaning_for_child,word_1,word_2,sentence,image_prompt,audio_required,review_status
char_u751c,甜,tián,0,“甜”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,甜人,甜家,我在故事里看见“甜”。,儿童绘本风：用清楚温暖的生活场景表现“甜”的意思，无文字,character meaning words sentence,DRAFT
char_u82e6,苦,kǔ,0,“苦”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,苦人,苦家,我在故事里看见“苦”。,儿童绘本风：用清楚温暖的生活场景表现“苦”的意思，无文字,character meaning words sentence,DRAFT
char_u9178,酸,suān,0,“酸”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,酸人,酸家,我在故事里看见“酸”。,儿童绘本风：用清楚温暖的生活场景表现“酸”的意思，无文字,character meaning words sentence,DRAFT
char_u8f6f,软,ruǎn,0,“软”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,软人,软家,我在故事里看见“软”。,儿童绘本风：用清楚温暖的生活场景表现“软”的意思，无文字,character meaning words sentence,DRAFT
char_u786c,硬,yìng,0,“硬”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,硬人,硬家,我在故事里看见“硬”。,儿童绘本风：用清楚温暖的生活场景表现“硬”的意思，无文字,character meaning words sentence,DRAFT
char_u5e72,干,gàn,0,“干”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,干人,干家,我在故事里看见“干”。,儿童绘本风：用清楚温暖的生活场景表现“干”的意思，无文字,character meaning words sentence,DRAFT
char_u6e7f,湿,shī,0,“湿”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,湿人,湿家,我在故事里看见“湿”。,儿童绘本风：用清楚温暖的生活场景表现“湿”的意思，无文字,character meaning words sentence,DRAFT
char_u58f0,声,shēng,0,“声”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,声人,声家,我在故事里看见“声”。,儿童绘本风：用清楚温暖的生活场景表现“声”的意思，无文字,character meaning words sentence,DRAFT
char_u97f3,音,yīn,0,“音”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,音人,音家,我在故事里看见“音”。,儿童绘本风：用清楚温暖的生活场景表现“音”的意思，无文字,character meaning words sentence,DRAFT
char_u6b4c,歌,gē,0,“歌”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,歌人,歌家,我在故事里看见“歌”。,儿童绘本风：用清楚温暖的生活场景表现“歌”的意思，无文字,character meaning words sentence,DRAFT
char_u821e,舞,wǔ,0,“舞”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,舞人,舞家,我在故事里看见“舞”。,儿童绘本风：用清楚温暖的生活场景表现“舞”的意思，无文字,character meaning words sentence,DRAFT
char_u4e50,乐,lè,0,“乐”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,乐人,乐家,我在故事里看见“乐”。,儿童绘本风：用清楚温暖的生活场景表现“乐”的意思，无文字,character meaning words sentence,DRAFT
char_u7403,球,qiú,0,“球”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,球人,球家,我在故事里看见“球”。,儿童绘本风：用清楚温暖的生活场景表现“球”的意思，无文字,character meaning words sentence,DRAFT
char_u68d2,棒,bàng,0,“棒”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,棒人,棒家,我在故事里看见“棒”。,儿童绘本风：用清楚温暖的生活场景表现“棒”的意思，无文字,character meaning words sentence,DRAFT
char_u7ef3,绳,shéng,0,“绳”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,绳人,绳家,我在故事里看见“绳”。,儿童绘本风：用清楚温暖的生活场景表现“绳”的意思，无文字,character meaning words sentence,DRAFT
char_u8239,船,chuán,0,“船”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,船人,船家,我在故事里看见“船”。,儿童绘本风：用清楚温暖的生活场景表现“船”的意思，无文字,character meaning words sentence,DRAFT
