id,character,pinyin,tone,meaning_for_child,word_1,word_2,sentence,image_prompt,audio_required,review_status
char_u6c5f,江,jiāng,0,“江”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,江人,江家,我在故事里看见“江”。,儿童绘本风：用清楚温暖的生活场景表现“江”的意思，无文字,character meaning words sentence,DRAFT
char_u5c9b,岛,dǎo,0,“岛”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,岛人,岛家,我在故事里看见“岛”。,儿童绘本风：用清楚温暖的生活场景表现“岛”的意思，无文字,character meaning words sentence,DRAFT
char_u9986,馆,guǎn,0,“馆”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,馆人,馆家,我在故事里看见“馆”。,儿童绘本风：用清楚温暖的生活场景表现“馆”的意思，无文字,character meaning words sentence,DRAFT
char_u697c,楼,lóu,0,“楼”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,楼人,楼家,我在故事里看见“楼”。,儿童绘本风：用清楚温暖的生活场景表现“楼”的意思，无文字,character meaning words sentence,DRAFT
char_u53f0,台,tái,0,“台”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,台人,台家,我在故事里看见“台”。,儿童绘本风：用清楚温暖的生活场景表现“台”的意思，无文字,character meaning words sentence,DRAFT
char_u9876,顶,dǐng,0,“顶”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,顶人,顶家,我在故事里看见“顶”。,儿童绘本风：用清楚温暖的生活场景表现“顶”的意思，无文字,character meaning words sentence,DRAFT
char_u89d2,角,jiǎo,0,“角”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,角人,角家,我在故事里看见“角”。,儿童绘本风：用清楚温暖的生活场景表现“角”的意思，无文字,character meaning words sentence,DRAFT
char_u7ebf,线,xiàn,0,“线”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,线人,线家,我在故事里看见“线”。,儿童绘本风：用清楚温暖的生活场景表现“线”的意思，无文字,character meaning words sentence,DRAFT
char_u9762,面,miàn,0,“面”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,面人,面家,我在故事里看见“面”。,儿童绘本风：用清楚温暖的生活场景表现“面”的意思，无文字,character meaning words sentence,DRAFT
char_u8c46,豆,dòu,0,“豆”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,豆人,豆家,我在故事里看见“豆”。,儿童绘本风：用清楚温暖的生活场景表现“豆”的意思，无文字,character meaning words sentence,DRAFT
char_u74dc,瓜,guā,0,“瓜”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,瓜人,瓜家,我在故事里看见“瓜”。,儿童绘本风：用清楚温暖的生活场景表现“瓜”的意思，无文字,character meaning words sentence,DRAFT
char_u76d0,盐,yán,0,“盐”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,盐人,盐家,我在故事里看见“盐”。,儿童绘本风：用清楚温暖的生活场景表现“盐”的意思，无文字,character meaning words sentence,DRAFT
char_u7cd6,糖,táng,0,“糖”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,糖人,糖家,我在故事里看见“糖”。,儿童绘本风：用清楚温暖的生活场景表现“糖”的意思，无文字,character meaning words sentence,DRAFT
char_u6cb9,油,yóu,0,“油”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,油人,油家,我在故事里看见“油”。,儿童绘本风：用清楚温暖的生活场景表现“油”的意思，无文字,character meaning words sentence,DRAFT
char_u6c64,汤,tāng,0,“汤”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,汤人,汤家,我在故事里看见“汤”。,儿童绘本风：用清楚温暖的生活场景表现“汤”的意思，无文字,character meaning words sentence,DRAFT
char_u7ca5,粥,zhōu,0,“粥”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,粥人,粥家,我在故事里看见“粥”。,儿童绘本风：用清楚温暖的生活场景表现“粥”的意思，无文字,character meaning words sentence,DRAFT
char_u997c,饼,bǐng,0,“饼”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,饼人,饼家,我在故事里看见“饼”。,儿童绘本风：用清楚温暖的生活场景表现“饼”的意思，无文字,character meaning words sentence,DRAFT
char_u6843,桃,táo,0,“桃”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,桃人,桃家,我在故事里看见“桃”。,儿童绘本风：用清楚温暖的生活场景表现“桃”的意思，无文字,character meaning words sentence,DRAFT
char_u68a8,梨,lí,0,“梨”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,梨人,梨家,我在故事里看见“梨”。,儿童绘本风：用清楚温暖的生活场景表现“梨”的意思，无文字,character meaning words sentence,DRAFT
char_u8549,蕉,jiāo,0,“蕉”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,蕉人,蕉家,我在故事里看见“蕉”。,儿童绘本风：用清楚温暖的生活场景表现“蕉”的意思，无文字,character meaning words sentence,DRAFT
char_u82bd,芽,yá,0,“芽”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,芽人,芽家,我在故事里看见“芽”。,儿童绘本风：用清楚温暖的生活场景表现“芽”的意思，无文字,character meaning words sentence,DRAFT
char_u82d7,苗,miáo,0,“苗”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,苗人,苗家,我在故事里看见“苗”。,儿童绘本风：用清楚温暖的生活场景表现“苗”的意思，无文字,character meaning words sentence,DRAFT
char_u53f6,叶,yè,0,“叶”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,叶人,叶家,我在故事里看见“叶”。,儿童绘本风：用清楚温暖的生活场景表现“叶”的意思，无文字,character meaning words sentence,DRAFT
char_u679d,枝,zhī,0,“枝”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,枝人,枝家,我在故事里看见“枝”。,儿童绘本风：用清楚温暖的生活场景表现“枝”的意思，无文字,character meaning words sentence,DRAFT
char_u6839,根,gēn,0,“根”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,根人,根家,我在故事里看见“根”。,儿童绘本风：用清楚温暖的生活场景表现“根”的意思，无文字,character meaning words sentence,DRAFT
char_u7cd5,糕,gāo,0,“糕”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,糕人,糕家,我在故事里看见“糕”。,儿童绘本风：用清楚温暖的生活场景表现“糕”的意思，无文字,character meaning words sentence,DRAFT
char_u7c89,粉,fěn,0,“粉”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,粉人,粉家,我在故事里看见“粉”。,儿童绘本风：用清楚温暖的生活场景表现“粉”的意思，无文字,character meaning words sentence,DRAFT
char_u4e38,丸,wán,0,“丸”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,丸人,丸家,我在故事里看见“丸”。,儿童绘本风：用清楚温暖的生活场景表现“丸”的意思，无文字,character meaning words sentence,DRAFT
char_u88e4,裤,kù,0,“裤”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,裤人,裤家,我在故事里看见“裤”。,儿童绘本风：用清楚温暖的生活场景表现“裤”的意思，无文字,character meaning words sentence,DRAFT
