id,character,pinyin,tone,meaning_for_child,word_1,word_2,sentence,image_prompt,audio_required,review_status
char_u7eff,绿,lǜ,0,“绿”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,绿人,绿家,我在故事里看见“绿”。,儿童绘本风：用清楚温暖的生活场景表现“绿”的意思，无文字,character meaning words sentence,DRAFT
char_u9ed1,黑,hēi,0,“黑”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,黑人,黑家,我在故事里看见“黑”。,儿童绘本风：用清楚温暖的生活场景表现“黑”的意思，无文字,character meaning words sentence,DRAFT
char_u661f,星,xīng,0,“星”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,星人,星家,我在故事里看见“星”。,儿童绘本风：用清楚温暖的生活场景表现“星”的意思，无文字,character meaning words sentence,DRAFT
char_u5149,光,guāng,0,“光”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,光人,光家,我在故事里看见“光”。,儿童绘本风：用清楚温暖的生活场景表现“光”的意思，无文字,character meaning words sentence,DRAFT
char_u5730,地,dì,0,“地”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,地人,地家,我在故事里看见“地”。,儿童绘本风：用清楚温暖的生活场景表现“地”的意思，无文字,character meaning words sentence,DRAFT
char_u571f,土,tǔ,0,“土”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,土人,土家,我在故事里看见“土”。,儿童绘本风：用清楚温暖的生活场景表现“土”的意思，无文字,character meaning words sentence,DRAFT
char_u77f3,石,shí,0,“石”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,石人,石家,我在故事里看见“石”。,儿童绘本风：用清楚温暖的生活场景表现“石”的意思，无文字,character meaning words sentence,DRAFT
char_u7530,田,tián,0,“田”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,田人,田家,我在故事里看见“田”。,儿童绘本风：用清楚温暖的生活场景表现“田”的意思，无文字,character meaning words sentence,DRAFT
char_u8349,草,cǎo,0,“草”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,草人,草家,我在故事里看见“草”。,儿童绘本风：用清楚温暖的生活场景表现“草”的意思，无文字,character meaning words sentence,DRAFT
char_u6811,树,shù,0,“树”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,树人,树家,我在故事里看见“树”。,儿童绘本风：用清楚温暖的生活场景表现“树”的意思，无文字,character meaning words sentence,DRAFT
char_u679c,果,guǒ,0,“果”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,果人,果家,我在故事里看见“果”。,儿童绘本风：用清楚温暖的生活场景表现“果”的意思，无文字,character meaning words sentence,DRAFT
char_u6625,春,chūn,0,“春”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,春人,春家,我在故事里看见“春”。,儿童绘本风：用清楚温暖的生活场景表现“春”的意思，无文字,character meaning words sentence,DRAFT
char_u590f,夏,xià,0,“夏”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,夏人,夏家,我在故事里看见“夏”。,儿童绘本风：用清楚温暖的生活场景表现“夏”的意思，无文字,character meaning words sentence,DRAFT
char_u79cb,秋,qiū,0,“秋”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,秋人,秋家,我在故事里看见“秋”。,儿童绘本风：用清楚温暖的生活场景表现“秋”的意思，无文字,character meaning words sentence,DRAFT
char_u51ac,冬,dōng,0,“冬”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,冬人,冬家,我在故事里看见“冬”。,儿童绘本风：用清楚温暖的生活场景表现“冬”的意思，无文字,character meaning words sentence,DRAFT
char_u65e9,早,zǎo,0,“早”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,早人,早家,我在故事里看见“早”。,儿童绘本风：用清楚温暖的生活场景表现“早”的意思，无文字,character meaning words sentence,DRAFT
char_u665a,晚,wǎn,0,“晚”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,晚人,晚家,我在故事里看见“晚”。,儿童绘本风：用清楚温暖的生活场景表现“晚”的意思，无文字,character meaning words sentence,DRAFT
char_u5148,先,xiān,0,“先”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,先人,先家,我在故事里看见“先”。,儿童绘本风：用清楚温暖的生活场景表现“先”的意思，无文字,character meaning words sentence,DRAFT
char_u65b0,新,xīn,0,“新”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,新人,新家,我在故事里看见“新”。,儿童绘本风：用清楚温暖的生活场景表现“新”的意思，无文字,character meaning words sentence,DRAFT
char_u8001,老,lǎo,0,“老”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,老人,老家,我在故事里看见“老”。,儿童绘本风：用清楚温暖的生活场景表现“老”的意思，无文字,character meaning words sentence,DRAFT
char_u597d,好,hǎo,0,“好”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,好人,好家,我在故事里看见“好”。,儿童绘本风：用清楚温暖的生活场景表现“好”的意思，无文字,character meaning words sentence,DRAFT
char_u6709,有,yǒu,0,“有”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,有人,有家,我在故事里看见“有”。,儿童绘本风：用清楚温暖的生活场景表现“有”的意思，无文字,character meaning words sentence,DRAFT
char_u65e0,无,wú,0,“无”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,无人,无家,我在故事里看见“无”。,儿童绘本风：用清楚温暖的生活场景表现“无”的意思，无文字,character meaning words sentence,DRAFT
char_u662f,是,shì,0,“是”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,是人,是家,我在故事里看见“是”。,儿童绘本风：用清楚温暖的生活场景表现“是”的意思，无文字,character meaning words sentence,DRAFT
char_u4e0d,不,bù,0,“不”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,不人,不家,我在故事里看见“不”。,儿童绘本风：用清楚温暖的生活场景表现“不”的意思，无文字,character meaning words sentence,DRAFT
char_u4f1a,会,huì,0,“会”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,会人,会家,我在故事里看见“会”。,儿童绘本风：用清楚温暖的生活场景表现“会”的意思，无文字,character meaning words sentence,DRAFT
char_u89c1,见,jiàn,0,“见”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,见人,见家,我在故事里看见“见”。,儿童绘本风：用清楚温暖的生活场景表现“见”的意思，无文字,character meaning words sentence,DRAFT
char_u8bf4,说,shuō,0,“说”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,说人,说家,我在故事里看见“说”。,儿童绘本风：用清楚温暖的生活场景表现“说”的意思，无文字,character meaning words sentence,DRAFT
char_u8bdd,话,huà,0,“话”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,话人,话家,我在故事里看见“话”。,儿童绘本风：用清楚温暖的生活场景表现“话”的意思，无文字,character meaning words sentence,DRAFT
char_u559d,喝,hē,0,“喝”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,喝人,喝家,我在故事里看见“喝”。,儿童绘本风：用清楚温暖的生活场景表现“喝”的意思，无文字,character meaning words sentence,DRAFT
char_u7f8e,美,měi,0,“美”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,美人,美家,我在故事里看见“美”。,儿童绘本风：用清楚温暖的生活场景表现“美”的意思，无文字,character meaning words sentence,DRAFT
char_u7b11,笑,xiào,0,“笑”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,笑人,笑家,我在故事里看见“笑”。,儿童绘本风：用清楚温暖的生活场景表现“笑”的意思，无文字,character meaning words sentence,DRAFT
