id,character,pinyin,tone,meaning_for_child,word_1,word_2,sentence,image_prompt,audio_required,review_status
char_u7eff,绿,lǜ,0,“绿”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,绿人,绿家,我在故事里看见“绿”。,儿童绘本风：用清楚温暖的生活场景表现“绿”的意思，无文字,character meaning words sentence,DRAFT
char_u9ed1,黑,hēi,0,“黑”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,黑人,黑家,我在故事里看见“黑”。,儿童绘本风：用清楚温暖的生活场景表现“黑”的意思，无文字,character meaning words sentence,DRAFT
char_u661f,星,xīng,0,“星”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,星人,星家,我在故事里看见“星”。,儿童绘本风：用清楚温暖的生活场景表现“星”的意思，无文字,character meaning words sentence,DRAFT
char_u5149,光,guāng,0,“光”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,光人,光家,我在故事里看见“光”。,儿童绘本风：用清楚温暖的生活场景表现“光”的意思，无文字,character meaning words sentence,DRAFT
char_u5730,地,dì,0,“地”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,地人,地家,我在故事里看见“地”。,儿童绘本风：用清楚温暖的生活场景表现“地”的意思，无文字,character meaning words sentence,DRAFT
char_u571f,土,tǔ,0,“土”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,土人,土家,我在故事里看见“土”。,儿童绘本风：用清楚温暖的生活场景表现“土”的意思，无文字,character meaning words sentence,DRAFT
char_u77f3,石,shí,0,“石”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,石人,石家,我在故事里看见“石”。,儿童绘本风：用清楚温暖的生活场景表现“石”的意思，无文字,character meaning words sentence,DRAFT
char_u7530,田,tián,0,“田”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,田人,田家,我在故事里看见“田”。,儿童绘本风：用清楚温暖的生活场景表现“田”的意思，无文字,character meaning words sentence,DRAFT
char_u8349,草,cǎo,0,“草”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,草人,草家,我在故事里看见“草”。,儿童绘本风：用清楚温暖的生活场景表现“草”的意思，无文字,character meaning words sentence,DRAFT
char_u6811,树,shù,0,“树”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,树人,树家,我在故事里看见“树”。,儿童绘本风：用清楚温暖的生活场景表现“树”的意思，无文字,character meaning words sentence,DRAFT
char_u679c,果,guǒ,0,“果”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,果人,果家,我在故事里看见“果”。,儿童绘本风：用清楚温暖的生活场景表现“果”的意思，无文字,character meaning words sentence,DRAFT
char_u6625,春,chūn,0,“春”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,春人,春家,我在故事里看见“春”。,儿童绘本风：用清楚温暖的生活场景表现“春”的意思，无文字,character meaning words sentence,DRAFT
char_u590f,夏,xià,0,“夏”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,夏人,夏家,我在故事里看见“夏”。,儿童绘本风：用清楚温暖的生活场景表现“夏”的意思，无文字,character meaning words sentence,DRAFT
char_u79cb,秋,qiū,0,“秋”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,秋人,秋家,我在故事里看见“秋”。,儿童绘本风：用清楚温暖的生活场景表现“秋”的意思，无文字,character meaning words sentence,DRAFT
char_u51ac,冬,dōng,0,“冬”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,冬人,冬家,我在故事里看见“冬”。,儿童绘本风：用清楚温暖的生活场景表现“冬”的意思，无文字,character meaning words sentence,DRAFT
char_u65e9,早,zǎo,0,“早”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,早人,早家,我在故事里看见“早”。,儿童绘本风：用清楚温暖的生活场景表现“早”的意思，无文字,character meaning words sentence,DRAFT
char_u665a,晚,wǎn,0,“晚”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,晚人,晚家,我在故事里看见“晚”。,儿童绘本风：用清楚温暖的生活场景表现“晚”的意思，无文字,character meaning words sentence,DRAFT
char_u5148,先,xiān,0,“先”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,先人,先家,我在故事里看见“先”。,儿童绘本风：用清楚温暖的生活场景表现“先”的意思，无文字,character meaning words sentence,DRAFT
char_u65b0,新,xīn,0,“新”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,新人,新家,我在故事里看见“新”。,儿童绘本风：用清楚温暖的生活场景表现“新”的意思，无文字,character meaning words sentence,DRAFT
char_u8001,老,lǎo,0,“老”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,老人,老家,我在故事里看见“老”。,儿童绘本风：用清楚温暖的生活场景表现“老”的意思，无文字,character meaning words sentence,DRAFT
char_u597d,好,hǎo,0,“好”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,好人,好家,我在故事里看见“好”。,儿童绘本风：用清楚温暖的生活场景表现“好”的意思，无文字,character meaning words sentence,DRAFT
char_u6709,有,yǒu,0,“有”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,有人,有家,我在故事里看见“有”。,儿童绘本风：用清楚温暖的生活场景表现“有”的意思，无文字,character meaning words sentence,DRAFT
char_u65e0,无,wú,0,“无”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,无人,无家,我在故事里看见“无”。,儿童绘本风：用清楚温暖的生活场景表现“无”的意思，无文字,character meaning words sentence,DRAFT
char_u662f,是,shì,0,“是”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,是人,是家,我在故事里看见“是”。,儿童绘本风：用清楚温暖的生活场景表现“是”的意思，无文字,character meaning words sentence,DRAFT
char_u4e0d,不,bù,0,“不”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,不人,不家,我在故事里看见“不”。,儿童绘本风：用清楚温暖的生活场景表现“不”的意思，无文字,character meaning words sentence,DRAFT
char_u4f1a,会,huì,0,“会”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,会人,会家,我在故事里看见“会”。,儿童绘本风：用清楚温暖的生活场景表现“会”的意思，无文字,character meaning words sentence,DRAFT
char_u89c1,见,jiàn,0,“见”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,见人,见家,我在故事里看见“见”。,儿童绘本风：用清楚温暖的生活场景表现“见”的意思，无文字,character meaning words sentence,DRAFT
char_u8bf4,说,shuō,0,“说”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,说人,说家,我在故事里看见“说”。,儿童绘本风：用清楚温暖的生活场景表现“说”的意思，无文字,character meaning words sentence,DRAFT
char_u8bdd,话,huà,0,“话”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,话人,话家,我在故事里看见“话”。,儿童绘本风：用清楚温暖的生活场景表现“话”的意思，无文字,character meaning words sentence,DRAFT
char_u559d,喝,hē,0,“喝”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,喝人,喝家,我在故事里看见“喝”。,儿童绘本风：用清楚温暖的生活场景表现“喝”的意思，无文字,character meaning words sentence,DRAFT
char_u7f8e,美,měi,0,“美”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,美人,美家,我在故事里看见“美”。,儿童绘本风：用清楚温暖的生活场景表现“美”的意思，无文字,character meaning words sentence,DRAFT
char_u7b11,笑,xiào,0,“笑”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,笑人,笑家,我在故事里看见“笑”。,儿童绘本风：用清楚温暖的生活场景表现“笑”的意思，无文字,character meaning words sentence,DRAFT
char_u6211,我,wǒ,0,“我”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,我人,我家,我在故事里看见“我”。,儿童绘本风：用清楚温暖的生活场景表现“我”的意思，无文字,character meaning words sentence,DRAFT
char_u4f60,你,nǐ,0,“你”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,你人,你家,我在故事里看见“你”。,儿童绘本风：用清楚温暖的生活场景表现“你”的意思，无文字,character meaning words sentence,DRAFT
char_u4ed6,他,tā,0,“他”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,他人,他家,我在故事里看见“他”。,儿童绘本风：用清楚温暖的生活场景表现“他”的意思，无文字,character meaning words sentence,DRAFT
char_u5979,她,tā,0,“她”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,她人,她家,我在故事里看见“她”。,儿童绘本风：用清楚温暖的生活场景表现“她”的意思，无文字,character meaning words sentence,DRAFT
char_u5b83,它,tā,0,“它”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,它人,它家,我在故事里看见“它”。,儿童绘本风：用清楚温暖的生活场景表现“它”的意思，无文字,character meaning words sentence,DRAFT
char_u7231,爱,ài,0,“爱”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,爱人,爱家,我在故事里看见“爱”。,儿童绘本风：用清楚温暖的生活场景表现“爱”的意思，无文字,character meaning words sentence,DRAFT
char_u53cb,友,yǒu,0,“友”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,友人,友家,我在故事里看见“友”。,儿童绘本风：用清楚温暖的生活场景表现“友”的意思，无文字,character meaning words sentence,DRAFT
char_u540c,同,tóng,0,“同”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,同人,同家,我在故事里看见“同”。,儿童绘本风：用清楚温暖的生活场景表现“同”的意思，无文字,character meaning words sentence,DRAFT
char_u5b66,学,xué,0,“学”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,学人,学家,我在故事里看见“学”。,儿童绘本风：用清楚温暖的生活场景表现“学”的意思，无文字,character meaning words sentence,DRAFT
char_u6821,校,xiào,0,“校”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,校人,校家,我在故事里看见“校”。,儿童绘本风：用清楚温暖的生活场景表现“校”的意思，无文字,character meaning words sentence,DRAFT
char_u5e08,师,shī,0,“师”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,师人,师家,我在故事里看见“师”。,儿童绘本风：用清楚温暖的生活场景表现“师”的意思，无文字,character meaning words sentence,DRAFT
char_u751f,生,shēng,0,“生”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,生人,生家,我在故事里看见“生”。,儿童绘本风：用清楚温暖的生活场景表现“生”的意思，无文字,character meaning words sentence,DRAFT
char_u5b57,字,zì,0,“字”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,字人,字家,我在故事里看见“字”。,儿童绘本风：用清楚温暖的生活场景表现“字”的意思，无文字,character meaning words sentence,DRAFT
char_u6587,文,wén,0,“文”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,文人,文家,我在故事里看见“文”。,儿童绘本风：用清楚温暖的生活场景表现“文”的意思，无文字,character meaning words sentence,DRAFT
char_u753b,画,huà,0,“画”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,画人,画家,我在故事里看见“画”。,儿童绘本风：用清楚温暖的生活场景表现“画”的意思，无文字,character meaning words sentence,DRAFT
char_u8bfb,读,dú,0,“读”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,读人,读家,我在故事里看见“读”。,儿童绘本风：用清楚温暖的生活场景表现“读”的意思，无文字,character meaning words sentence,DRAFT
char_u5199,写,xiě,0,“写”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,写人,写家,我在故事里看见“写”。,儿童绘本风：用清楚温暖的生活场景表现“写”的意思，无文字,character meaning words sentence,DRAFT
char_u8ba4,认,rèn,0,“认”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,认人,认家,我在故事里看见“认”。,儿童绘本风：用清楚温暖的生活场景表现“认”的意思，无文字,character meaning words sentence,DRAFT
char_u77e5,知,zhī,0,“知”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,知人,知家,我在故事里看见“知”。,儿童绘本风：用清楚温暖的生活场景表现“知”的意思，无文字,character meaning words sentence,DRAFT
char_u60f3,想,xiǎng,0,“想”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,想人,想家,我在故事里看见“想”。,儿童绘本风：用清楚温暖的生活场景表现“想”的意思，无文字,character meaning words sentence,DRAFT
char_u8981,要,yào,0,“要”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,要人,要家,我在故事里看见“要”。,儿童绘本风：用清楚温暖的生活场景表现“要”的意思，无文字,character meaning words sentence,DRAFT
char_u7ed9,给,gěi,0,“给”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,给人,给家,我在故事里看见“给”。,儿童绘本风：用清楚温暖的生活场景表现“给”的意思，无文字,character meaning words sentence,DRAFT
char_u548c,和,hé,0,“和”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,和人,和家,我在故事里看见“和”。,儿童绘本风：用清楚温暖的生活场景表现“和”的意思，无文字,character meaning words sentence,DRAFT
char_u5728,在,zài,0,“在”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,在人,在家,我在故事里看见“在”。,儿童绘本风：用清楚温暖的生活场景表现“在”的意思，无文字,character meaning words sentence,DRAFT
char_u8fd9,这,zhè,0,“这”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,这人,这家,我在故事里看见“这”。,儿童绘本风：用清楚温暖的生活场景表现“这”的意思，无文字,character meaning words sentence,DRAFT
char_u90a3,那,nà,0,“那”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,那人,那家,我在故事里看见“那”。,儿童绘本风：用清楚温暖的生活场景表现“那”的意思，无文字,character meaning words sentence,DRAFT
char_u54ea,哪,nǎ,0,“哪”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,哪人,哪家,我在故事里看见“哪”。,儿童绘本风：用清楚温暖的生活场景表现“哪”的意思，无文字,character meaning words sentence,DRAFT
char_u8c01,谁,shuí,0,“谁”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,谁人,谁家,我在故事里看见“谁”。,儿童绘本风：用清楚温暖的生活场景表现“谁”的意思，无文字,character meaning words sentence,DRAFT
char_u4ec0,什,shén,0,“什”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,什人,什家,我在故事里看见“什”。,儿童绘本风：用清楚温暖的生活场景表现“什”的意思，无文字,character meaning words sentence,DRAFT
char_u4e48,么,me,0,“么”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,么人,么家,我在故事里看见“么”。,儿童绘本风：用清楚温暖的生活场景表现“么”的意思，无文字,character meaning words sentence,DRAFT
char_u4e00,一,yī,0,“一”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,一人,一家,我在故事里看见“一”。,儿童绘本风：用清楚温暖的生活场景表现“一”的意思，无文字,character meaning words sentence,DRAFT
char_u4e8c,二,èr,0,“二”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,二人,二家,我在故事里看见“二”。,儿童绘本风：用清楚温暖的生活场景表现“二”的意思，无文字,character meaning words sentence,DRAFT
char_u4e09,三,sān,0,“三”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,三人,三家,我在故事里看见“三”。,儿童绘本风：用清楚温暖的生活场景表现“三”的意思，无文字,character meaning words sentence,DRAFT
char_u56db,四,sì,0,“四”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,四人,四家,我在故事里看见“四”。,儿童绘本风：用清楚温暖的生活场景表现“四”的意思，无文字,character meaning words sentence,DRAFT
char_u4e94,五,wǔ,0,“五”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,五人,五家,我在故事里看见“五”。,儿童绘本风：用清楚温暖的生活场景表现“五”的意思，无文字,character meaning words sentence,DRAFT
char_u516d,六,liù,0,“六”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,六人,六家,我在故事里看见“六”。,儿童绘本风：用清楚温暖的生活场景表现“六”的意思，无文字,character meaning words sentence,DRAFT
char_u4e03,七,qī,0,“七”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,七人,七家,我在故事里看见“七”。,儿童绘本风：用清楚温暖的生活场景表现“七”的意思，无文字,character meaning words sentence,DRAFT
char_u516b,八,bā,0,“八”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,八人,八家,我在故事里看见“八”。,儿童绘本风：用清楚温暖的生活场景表现“八”的意思，无文字,character meaning words sentence,DRAFT
char_u4e5d,九,jiǔ,0,“九”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,九人,九家,我在故事里看见“九”。,儿童绘本风：用清楚温暖的生活场景表现“九”的意思，无文字,character meaning words sentence,DRAFT
char_u5341,十,shí,0,“十”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,十人,十家,我在故事里看见“十”。,儿童绘本风：用清楚温暖的生活场景表现“十”的意思，无文字,character meaning words sentence,DRAFT
char_u767e,百,bǎi,0,“百”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,百人,百家,我在故事里看见“百”。,儿童绘本风：用清楚温暖的生活场景表现“百”的意思，无文字,character meaning words sentence,DRAFT
char_u5343,千,qiān,0,“千”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,千人,千家,我在故事里看见“千”。,儿童绘本风：用清楚温暖的生活场景表现“千”的意思，无文字,character meaning words sentence,DRAFT
char_u4e2a,个,gè,0,“个”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,个人,个家,我在故事里看见“个”。,儿童绘本风：用清楚温暖的生活场景表现“个”的意思，无文字,character meaning words sentence,DRAFT
char_u53ea,只,zhǐ,0,“只”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,只人,只家,我在故事里看见“只”。,儿童绘本风：用清楚温暖的生活场景表现“只”的意思，无文字,character meaning words sentence,DRAFT
char_u672c,本,běn,0,“本”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,本人,本家,我在故事里看见“本”。,儿童绘本风：用清楚温暖的生活场景表现“本”的意思，无文字,character meaning words sentence,DRAFT
char_u5f20,张,zhāng,0,“张”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,张人,张家,我在故事里看见“张”。,儿童绘本风：用清楚温暖的生活场景表现“张”的意思，无文字,character meaning words sentence,DRAFT
char_u4ef6,件,jiàn,0,“件”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,件人,件家,我在故事里看见“件”。,儿童绘本风：用清楚温暖的生活场景表现“件”的意思，无文字,character meaning words sentence,DRAFT
char_u6761,条,tiáo,0,“条”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,条人,条家,我在故事里看见“条”。,儿童绘本风：用清楚温暖的生活场景表现“条”的意思，无文字,character meaning words sentence,DRAFT
char_u4e9b,些,xiē,0,“些”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,些人,些家,我在故事里看见“些”。,儿童绘本风：用清楚温暖的生活场景表现“些”的意思，无文字,character meaning words sentence,DRAFT
char_u6bcf,每,měi,0,“每”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,每人,每家,我在故事里看见“每”。,儿童绘本风：用清楚温暖的生活场景表现“每”的意思，无文字,character meaning words sentence,DRAFT
char_u90fd,都,dōu,0,“都”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,都人,都家,我在故事里看见“都”。,儿童绘本风：用清楚温暖的生活场景表现“都”的意思，无文字,character meaning words sentence,DRAFT
char_u4e5f,也,yě,0,“也”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,也人,也家,我在故事里看见“也”。,儿童绘本风：用清楚温暖的生活场景表现“也”的意思，无文字,character meaning words sentence,DRAFT
char_u8fd8,还,hái,0,“还”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,还人,还家,我在故事里看见“还”。,儿童绘本风：用清楚温暖的生活场景表现“还”的意思，无文字,character meaning words sentence,DRAFT
char_u53c8,又,yòu,0,“又”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,又人,又家,我在故事里看见“又”。,儿童绘本风：用清楚温暖的生活场景表现“又”的意思，无文字,character meaning words sentence,DRAFT
char_u518d,再,zài,0,“再”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,再人,再家,我在故事里看见“再”。,儿童绘本风：用清楚温暖的生活场景表现“再”的意思，无文字,character meaning words sentence,DRAFT
char_u5f88,很,hěn,0,“很”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,很人,很家,我在故事里看见“很”。,儿童绘本风：用清楚温暖的生活场景表现“很”的意思，无文字,character meaning words sentence,DRAFT
char_u6700,最,zuì,0,“最”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,最人,最家,我在故事里看见“最”。,儿童绘本风：用清楚温暖的生活场景表现“最”的意思，无文字,character meaning words sentence,DRAFT
char_u771f,真,zhēn,0,“真”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,真人,真家,我在故事里看见“真”。,儿童绘本风：用清楚温暖的生活场景表现“真”的意思，无文字,character meaning words sentence,DRAFT
char_u592a,太,tài,0,“太”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,太人,太家,我在故事里看见“太”。,儿童绘本风：用清楚温暖的生活场景表现“太”的意思，无文字,character meaning words sentence,DRAFT
char_u4eca,今,jīn,0,“今”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,今人,今家,我在故事里看见“今”。,儿童绘本风：用清楚温暖的生活场景表现“今”的意思，无文字,character meaning words sentence,DRAFT
char_u660e,明,míng,0,“明”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,明人,明家,我在故事里看见“明”。,儿童绘本风：用清楚温暖的生活场景表现“明”的意思，无文字,character meaning words sentence,DRAFT
char_u5e74,年,nián,0,“年”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,年人,年家,我在故事里看见“年”。,儿童绘本风：用清楚温暖的生活场景表现“年”的意思，无文字,character meaning words sentence,DRAFT
char_u65f6,时,shí,0,“时”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,时人,时家,我在故事里看见“时”。,儿童绘本风：用清楚温暖的生活场景表现“时”的意思，无文字,character meaning words sentence,DRAFT
char_u5206,分,fēn,0,“分”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,分人,分家,我在故事里看见“分”。,儿童绘本风：用清楚温暖的生活场景表现“分”的意思，无文字,character meaning words sentence,DRAFT
char_u79d2,秒,miǎo,0,“秒”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,秒人,秒家,我在故事里看见“秒”。,儿童绘本风：用清楚温暖的生活场景表现“秒”的意思，无文字,character meaning words sentence,DRAFT
char_u5468,周,zhōu,0,“周”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,周人,周家,我在故事里看见“周”。,儿童绘本风：用清楚温暖的生活场景表现“周”的意思，无文字,character meaning words sentence,DRAFT
char_u5c81,岁,suì,0,“岁”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,岁人,岁家,我在故事里看见“岁”。,儿童绘本风：用清楚温暖的生活场景表现“岁”的意思，无文字,character meaning words sentence,DRAFT
char_u70b9,点,diǎn,0,“点”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,点人,点家,我在故事里看见“点”。,儿童绘本风：用清楚温暖的生活场景表现“点”的意思，无文字,character meaning words sentence,DRAFT
char_u6b21,次,cì,0,“次”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,次人,次家,我在故事里看见“次”。,儿童绘本风：用清楚温暖的生活场景表现“次”的意思，无文字,character meaning words sentence,DRAFT
char_u8fb9,边,biān,0,“边”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,边人,边家,我在故事里看见“边”。,儿童绘本风：用清楚温暖的生活场景表现“边”的意思，无文字,character meaning words sentence,DRAFT
char_u65b9,方,fāng,0,“方”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,方人,方家,我在故事里看见“方”。,儿童绘本风：用清楚温暖的生活场景表现“方”的意思，无文字,character meaning words sentence,DRAFT
