question_id,character_id,question_type,prompt_audio,correct_option_id,option_ids,min_learned_count,evidence_category,requires_new_image,text_review_status,parent_review_status
q_char_u4e0b_listen_choose_character,char_u4e0b,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u4e0b_v1.mp3,text_char_u4e0b,"[""text_char_u4e0b"",""text_char_u4e0a"",""text_char_u4e09"",""text_char_u65e5""]",5,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u4e0b_character_choose_image,char_u4e0b,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u4e0b_v1.mp3,image_char_u4e0b,"[""image_char_u4e0b"",""image_char_u4e0a"",""image_char_u4e09"",""image_char_u65e5""]",5,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u4e0b_character_choose_audio,char_u4e0b,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u4e0b_v1.mp3,audio_char_u4e0b,"[""audio_char_u4e0b"",""audio_char_u4e0a"",""audio_char_u4e09"",""audio_char_u65e5""]",5,AUDIO_MATCH,false,PENDING,PENDING
q_char_u4e0b_shape_recognition,char_u4e0b,SHAPE_RECOGNITION,audio/characters/char_u4e0b_v1.mp3,text_char_u4e0b,"[""text_char_u4e0b"",""text_char_u4e0a"",""text_char_u4e09"",""text_char_u65e5""]",5,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u4e0b_life_word_context,char_u4e0b,LIFE_WORD_CONTEXT,audio/characters/char_u4e0b_v1.mp3,word_char_u4e0b_1,"[""word_char_u4e0b_1"",""word_char_u4e0a_1"",""word_char_u4e09_1"",""word_char_u65e5_1""]",5,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u65e5_listen_choose_character,char_u65e5,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u65e5_v1.mp3,text_char_u65e5,"[""text_char_u65e5"",""text_char_u4e0b"",""text_char_u4e0a"",""text_char_u6708""]",6,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u65e5_character_choose_image,char_u65e5,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u65e5_v1.mp3,image_char_u65e5,"[""image_char_u65e5"",""image_char_u4e0b"",""image_char_u4e0a"",""image_char_u6708""]",6,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u65e5_character_choose_audio,char_u65e5,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u65e5_v1.mp3,audio_char_u65e5,"[""audio_char_u65e5"",""audio_char_u4e0b"",""audio_char_u4e0a"",""audio_char_u6708""]",6,AUDIO_MATCH,false,PENDING,PENDING
q_char_u65e5_shape_recognition,char_u65e5,SHAPE_RECOGNITION,audio/characters/char_u65e5_v1.mp3,text_char_u65e5,"[""text_char_u65e5"",""text_char_u4e0b"",""text_char_u4e0a"",""text_char_u6708""]",6,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u65e5_life_word_context,char_u65e5,LIFE_WORD_CONTEXT,audio/characters/char_u65e5_v1.mp3,word_char_u65e5_1,"[""word_char_u65e5_1"",""word_char_u4e0b_1"",""word_char_u4e0a_1"",""word_char_u6708_1""]",6,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u6708_listen_choose_character,char_u6708,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u6708_v1.mp3,text_char_u6708,"[""text_char_u6708"",""text_char_u65e5"",""text_char_u4e0b"",""text_char_u6c34""]",7,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u6708_character_choose_image,char_u6708,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u6708_v1.mp3,image_char_u6708,"[""image_char_u6708"",""image_char_u65e5"",""image_char_u4e0b"",""image_char_u6c34""]",7,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u6708_character_choose_audio,char_u6708,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u6708_v1.mp3,audio_char_u6708,"[""audio_char_u6708"",""audio_char_u65e5"",""audio_char_u4e0b"",""audio_char_u6c34""]",7,AUDIO_MATCH,false,PENDING,PENDING
q_char_u6708_shape_recognition,char_u6708,SHAPE_RECOGNITION,audio/characters/char_u6708_v1.mp3,text_char_u6708,"[""text_char_u6708"",""text_char_u65e5"",""text_char_u4e0b"",""text_char_u6c34""]",7,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u6708_life_word_context,char_u6708,LIFE_WORD_CONTEXT,audio/characters/char_u6708_v1.mp3,word_char_u6708_1,"[""word_char_u6708_1"",""word_char_u65e5_1"",""word_char_u4e0b_1"",""word_char_u6c34_1""]",7,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u6c34_listen_choose_character,char_u6c34,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u6c34_v1.mp3,text_char_u6c34,"[""text_char_u6c34"",""text_char_u6708"",""text_char_u65e5"",""text_char_u706b""]",8,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u6c34_character_choose_image,char_u6c34,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u6c34_v1.mp3,image_char_u6c34,"[""image_char_u6c34"",""image_char_u6708"",""image_char_u65e5"",""image_char_u706b""]",8,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u6c34_character_choose_audio,char_u6c34,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u6c34_v1.mp3,audio_char_u6c34,"[""audio_char_u6c34"",""audio_char_u6708"",""audio_char_u65e5"",""audio_char_u706b""]",8,AUDIO_MATCH,false,PENDING,PENDING
q_char_u6c34_shape_recognition,char_u6c34,SHAPE_RECOGNITION,audio/characters/char_u6c34_v1.mp3,text_char_u6c34,"[""text_char_u6c34"",""text_char_u6708"",""text_char_u65e5"",""text_char_u706b""]",8,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u6c34_life_word_context,char_u6c34,LIFE_WORD_CONTEXT,audio/characters/char_u6c34_v1.mp3,word_char_u6c34_1,"[""word_char_u6c34_1"",""word_char_u6708_1"",""word_char_u65e5_1"",""word_char_u706b_1""]",8,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u706b_listen_choose_character,char_u706b,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u706b_v1.mp3,text_char_u706b,"[""text_char_u706b"",""text_char_u6c34"",""text_char_u6708"",""text_char_u6728""]",9,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u706b_character_choose_image,char_u706b,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u706b_v1.mp3,image_char_u706b,"[""image_char_u706b"",""image_char_u6c34"",""image_char_u6708"",""image_char_u6728""]",9,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u706b_character_choose_audio,char_u706b,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u706b_v1.mp3,audio_char_u706b,"[""audio_char_u706b"",""audio_char_u6c34"",""audio_char_u6708"",""audio_char_u6728""]",9,AUDIO_MATCH,false,PENDING,PENDING
q_char_u706b_shape_recognition,char_u706b,SHAPE_RECOGNITION,audio/characters/char_u706b_v1.mp3,text_char_u706b,"[""text_char_u706b"",""text_char_u6c34"",""text_char_u6708"",""text_char_u6728""]",9,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u706b_life_word_context,char_u706b,LIFE_WORD_CONTEXT,audio/characters/char_u706b_v1.mp3,word_char_u706b_1,"[""word_char_u706b_1"",""word_char_u6c34_1"",""word_char_u6708_1"",""word_char_u6728_1""]",9,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u6728_listen_choose_character,char_u6728,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u6728_v1.mp3,text_char_u6728,"[""text_char_u6728"",""text_char_u706b"",""text_char_u6c34"",""text_char_u5929""]",10,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u6728_character_choose_image,char_u6728,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u6728_v1.mp3,image_char_u6728,"[""image_char_u6728"",""image_char_u706b"",""image_char_u6c34"",""image_char_u5929""]",10,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u6728_character_choose_audio,char_u6728,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u6728_v1.mp3,audio_char_u6728,"[""audio_char_u6728"",""audio_char_u706b"",""audio_char_u6c34"",""audio_char_u5929""]",10,AUDIO_MATCH,false,PENDING,PENDING
q_char_u6728_shape_recognition,char_u6728,SHAPE_RECOGNITION,audio/characters/char_u6728_v1.mp3,text_char_u6728,"[""text_char_u6728"",""text_char_u706b"",""text_char_u6c34"",""text_char_u5929""]",10,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u6728_life_word_context,char_u6728,LIFE_WORD_CONTEXT,audio/characters/char_u6728_v1.mp3,word_char_u6728_1,"[""word_char_u6728_1"",""word_char_u706b_1"",""word_char_u6c34_1"",""word_char_u5929_1""]",10,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u5929_listen_choose_character,char_u5929,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u5929_v1.mp3,text_char_u5929,"[""text_char_u5929"",""text_char_u6728"",""text_char_u706b"",""text_char_u4e91""]",11,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u5929_character_choose_image,char_u5929,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u5929_v1.mp3,image_char_u5929,"[""image_char_u5929"",""image_char_u6728"",""image_char_u706b"",""image_char_u4e91""]",11,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u5929_character_choose_audio,char_u5929,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u5929_v1.mp3,audio_char_u5929,"[""audio_char_u5929"",""audio_char_u6728"",""audio_char_u706b"",""audio_char_u4e91""]",11,AUDIO_MATCH,false,PENDING,PENDING
q_char_u5929_shape_recognition,char_u5929,SHAPE_RECOGNITION,audio/characters/char_u5929_v1.mp3,text_char_u5929,"[""text_char_u5929"",""text_char_u6728"",""text_char_u706b"",""text_char_u4e91""]",11,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u5929_life_word_context,char_u5929,LIFE_WORD_CONTEXT,audio/characters/char_u5929_v1.mp3,word_char_u5929_1,"[""word_char_u5929_1"",""word_char_u6728_1"",""word_char_u706b_1"",""word_char_u4e91_1""]",11,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u4e91_listen_choose_character,char_u4e91,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u4e91_v1.mp3,text_char_u4e91,"[""text_char_u4e91"",""text_char_u5929"",""text_char_u6728"",""text_char_u96e8""]",12,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u4e91_character_choose_image,char_u4e91,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u4e91_v1.mp3,image_char_u4e91,"[""image_char_u4e91"",""image_char_u5929"",""image_char_u6728"",""image_char_u96e8""]",12,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u4e91_character_choose_audio,char_u4e91,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u4e91_v1.mp3,audio_char_u4e91,"[""audio_char_u4e91"",""audio_char_u5929"",""audio_char_u6728"",""audio_char_u96e8""]",12,AUDIO_MATCH,false,PENDING,PENDING
q_char_u4e91_shape_recognition,char_u4e91,SHAPE_RECOGNITION,audio/characters/char_u4e91_v1.mp3,text_char_u4e91,"[""text_char_u4e91"",""text_char_u5929"",""text_char_u6728"",""text_char_u96e8""]",12,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u4e91_life_word_context,char_u4e91,LIFE_WORD_CONTEXT,audio/characters/char_u4e91_v1.mp3,word_char_u4e91_1,"[""word_char_u4e91_1"",""word_char_u5929_1"",""word_char_u6728_1"",""word_char_u96e8_1""]",12,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u96e8_listen_choose_character,char_u96e8,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u96e8_v1.mp3,text_char_u96e8,"[""text_char_u96e8"",""text_char_u4e91"",""text_char_u5929"",""text_char_u98ce""]",13,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u96e8_character_choose_image,char_u96e8,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u96e8_v1.mp3,image_char_u96e8,"[""image_char_u96e8"",""image_char_u4e91"",""image_char_u5929"",""image_char_u98ce""]",13,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u96e8_character_choose_audio,char_u96e8,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u96e8_v1.mp3,audio_char_u96e8,"[""audio_char_u96e8"",""audio_char_u4e91"",""audio_char_u5929"",""audio_char_u98ce""]",13,AUDIO_MATCH,false,PENDING,PENDING
q_char_u96e8_shape_recognition,char_u96e8,SHAPE_RECOGNITION,audio/characters/char_u96e8_v1.mp3,text_char_u96e8,"[""text_char_u96e8"",""text_char_u4e91"",""text_char_u5929"",""text_char_u98ce""]",13,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u96e8_life_word_context,char_u96e8,LIFE_WORD_CONTEXT,audio/characters/char_u96e8_v1.mp3,word_char_u96e8_1,"[""word_char_u96e8_1"",""word_char_u4e91_1"",""word_char_u5929_1"",""word_char_u98ce_1""]",13,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u98ce_listen_choose_character,char_u98ce,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u98ce_v1.mp3,text_char_u98ce,"[""text_char_u98ce"",""text_char_u96e8"",""text_char_u4e91"",""text_char_u7530""]",14,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u98ce_character_choose_image,char_u98ce,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u98ce_v1.mp3,image_char_u98ce,"[""image_char_u98ce"",""image_char_u96e8"",""image_char_u4e91"",""image_char_u7530""]",14,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u98ce_character_choose_audio,char_u98ce,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u98ce_v1.mp3,audio_char_u98ce,"[""audio_char_u98ce"",""audio_char_u96e8"",""audio_char_u4e91"",""audio_char_u7530""]",14,AUDIO_MATCH,false,PENDING,PENDING
q_char_u98ce_shape_recognition,char_u98ce,SHAPE_RECOGNITION,audio/characters/char_u98ce_v1.mp3,text_char_u98ce,"[""text_char_u98ce"",""text_char_u96e8"",""text_char_u4e91"",""text_char_u7530""]",14,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u98ce_life_word_context,char_u98ce,LIFE_WORD_CONTEXT,audio/characters/char_u98ce_v1.mp3,word_char_u98ce_1,"[""word_char_u98ce_1"",""word_char_u96e8_1"",""word_char_u4e91_1"",""word_char_u7530_1""]",14,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u7530_listen_choose_character,char_u7530,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u7530_v1.mp3,text_char_u7530,"[""text_char_u7530"",""text_char_u98ce"",""text_char_u96e8"",""text_char_u624b""]",15,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u7530_character_choose_image,char_u7530,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u7530_v1.mp3,image_char_u7530,"[""image_char_u7530"",""image_char_u98ce"",""image_char_u96e8"",""image_char_u624b""]",15,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u7530_character_choose_audio,char_u7530,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u7530_v1.mp3,audio_char_u7530,"[""audio_char_u7530"",""audio_char_u98ce"",""audio_char_u96e8"",""audio_char_u624b""]",15,AUDIO_MATCH,false,PENDING,PENDING
q_char_u7530_shape_recognition,char_u7530,SHAPE_RECOGNITION,audio/characters/char_u7530_v1.mp3,text_char_u7530,"[""text_char_u7530"",""text_char_u98ce"",""text_char_u96e8"",""text_char_u624b""]",15,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u7530_life_word_context,char_u7530,LIFE_WORD_CONTEXT,audio/characters/char_u7530_v1.mp3,word_char_u7530_1,"[""word_char_u7530_1"",""word_char_u98ce_1"",""word_char_u96e8_1"",""word_char_u624b_1""]",15,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u624b_listen_choose_character,char_u624b,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u624b_v1.mp3,text_char_u624b,"[""text_char_u624b"",""text_char_u7530"",""text_char_u98ce"",""text_char_u5934""]",16,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u624b_character_choose_image,char_u624b,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u624b_v1.mp3,image_char_u624b,"[""image_char_u624b"",""image_char_u7530"",""image_char_u98ce"",""image_char_u5934""]",16,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u624b_character_choose_audio,char_u624b,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u624b_v1.mp3,audio_char_u624b,"[""audio_char_u624b"",""audio_char_u7530"",""audio_char_u98ce"",""audio_char_u5934""]",16,AUDIO_MATCH,false,PENDING,PENDING
q_char_u624b_shape_recognition,char_u624b,SHAPE_RECOGNITION,audio/characters/char_u624b_v1.mp3,text_char_u624b,"[""text_char_u624b"",""text_char_u7530"",""text_char_u98ce"",""text_char_u5934""]",16,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u624b_life_word_context,char_u624b,LIFE_WORD_CONTEXT,audio/characters/char_u624b_v1.mp3,word_char_u624b_1,"[""word_char_u624b_1"",""word_char_u7530_1"",""word_char_u98ce_1"",""word_char_u5934_1""]",16,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u5934_listen_choose_character,char_u5934,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u5934_v1.mp3,text_char_u5934,"[""text_char_u5934"",""text_char_u624b"",""text_char_u7530"",""text_char_u8033""]",17,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u5934_character_choose_image,char_u5934,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u5934_v1.mp3,image_char_u5934,"[""image_char_u5934"",""image_char_u624b"",""image_char_u7530"",""image_char_u8033""]",17,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u5934_character_choose_audio,char_u5934,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u5934_v1.mp3,audio_char_u5934,"[""audio_char_u5934"",""audio_char_u624b"",""audio_char_u7530"",""audio_char_u8033""]",17,AUDIO_MATCH,false,PENDING,PENDING
q_char_u5934_shape_recognition,char_u5934,SHAPE_RECOGNITION,audio/characters/char_u5934_v1.mp3,text_char_u5934,"[""text_char_u5934"",""text_char_u624b"",""text_char_u7530"",""text_char_u8033""]",17,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u5934_life_word_context,char_u5934,LIFE_WORD_CONTEXT,audio/characters/char_u5934_v1.mp3,word_char_u5934_1,"[""word_char_u5934_1"",""word_char_u624b_1"",""word_char_u7530_1"",""word_char_u8033_1""]",17,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u8033_listen_choose_character,char_u8033,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u8033_v1.mp3,text_char_u8033,"[""text_char_u8033"",""text_char_u5934"",""text_char_u624b"",""text_char_u773c""]",18,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u8033_character_choose_image,char_u8033,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u8033_v1.mp3,image_char_u8033,"[""image_char_u8033"",""image_char_u5934"",""image_char_u624b"",""image_char_u773c""]",18,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u8033_character_choose_audio,char_u8033,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u8033_v1.mp3,audio_char_u8033,"[""audio_char_u8033"",""audio_char_u5934"",""audio_char_u624b"",""audio_char_u773c""]",18,AUDIO_MATCH,false,PENDING,PENDING
q_char_u8033_shape_recognition,char_u8033,SHAPE_RECOGNITION,audio/characters/char_u8033_v1.mp3,text_char_u8033,"[""text_char_u8033"",""text_char_u5934"",""text_char_u624b"",""text_char_u773c""]",18,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u8033_life_word_context,char_u8033,LIFE_WORD_CONTEXT,audio/characters/char_u8033_v1.mp3,word_char_u8033_1,"[""word_char_u8033_1"",""word_char_u5934_1"",""word_char_u624b_1"",""word_char_u773c_1""]",18,LIFE_WORD_CONTEXT,false,PENDING,PENDING
q_char_u773c_listen_choose_character,char_u773c,LISTEN_CHOOSE_CHARACTER,audio/characters/char_u773c_v1.mp3,text_char_u773c,"[""text_char_u773c"",""text_char_u8033"",""text_char_u5934"",""text_char_u7259""]",19,AUDIO_RECOGNITION,false,PENDING,PENDING
q_char_u773c_character_choose_image,char_u773c,CHARACTER_CHOOSE_IMAGE,audio/characters/char_u773c_v1.mp3,image_char_u773c,"[""image_char_u773c"",""image_char_u8033"",""image_char_u5934"",""image_char_u7259""]",19,IMAGE_RECOGNITION,false,PENDING,PENDING
q_char_u773c_character_choose_audio,char_u773c,CHARACTER_CHOOSE_AUDIO,audio/characters/char_u773c_v1.mp3,audio_char_u773c,"[""audio_char_u773c"",""audio_char_u8033"",""audio_char_u5934"",""audio_char_u7259""]",19,AUDIO_MATCH,false,PENDING,PENDING
q_char_u773c_shape_recognition,char_u773c,SHAPE_RECOGNITION,audio/characters/char_u773c_v1.mp3,text_char_u773c,"[""text_char_u773c"",""text_char_u8033"",""text_char_u5934"",""text_char_u7259""]",19,SHAPE_RECOGNITION,false,PENDING,PENDING
q_char_u773c_life_word_context,char_u773c,LIFE_WORD_CONTEXT,audio/characters/char_u773c_v1.mp3,word_char_u773c_1,"[""word_char_u773c_1"",""word_char_u8033_1"",""word_char_u5934_1"",""word_char_u7259_1""]",19,LIFE_WORD_CONTEXT,false,PENDING,PENDING
