question_id,option_id,distractor_reason,ambiguity_risk,review_status,notes
q_char_u4e8c_listen_choose_character,text_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_character_choose_image,image_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_character_choose_image,image_char_u9a6c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_character_choose_image,image_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_character_choose_audio,audio_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_character_choose_audio,audio_char_u9a6c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_character_choose_audio,audio_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_shape_recognition,text_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_shape_recognition,text_char_u9a6c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_shape_recognition,text_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_life_word_context,word_char_u4e00_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_life_word_context,word_char_u9a6c_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e8c_life_word_context,word_char_u4e09_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_listen_choose_character,text_char_u4e8c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_listen_choose_character,text_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_listen_choose_character,text_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_character_choose_image,image_char_u4e8c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_character_choose_image,image_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_character_choose_image,image_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_character_choose_audio,audio_char_u4e8c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_character_choose_audio,audio_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_character_choose_audio,audio_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_shape_recognition,text_char_u4e8c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_shape_recognition,text_char_u4e00,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_shape_recognition,text_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_life_word_context,word_char_u4e8c_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_life_word_context,word_char_u4e00_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e09_life_word_context,word_char_u4e0a_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_listen_choose_character,text_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_listen_choose_character,text_char_u4e8c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_listen_choose_character,text_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_character_choose_image,image_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_character_choose_image,image_char_u4e8c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_character_choose_image,image_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_character_choose_audio,audio_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_character_choose_audio,audio_char_u4e8c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_character_choose_audio,audio_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_shape_recognition,text_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_shape_recognition,text_char_u4e8c,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_shape_recognition,text_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_life_word_context,word_char_u4e09_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_life_word_context,word_char_u4e8c_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0a_life_word_context,word_char_u4e0b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_listen_choose_character,text_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_listen_choose_character,text_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_listen_choose_character,text_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_character_choose_image,image_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_character_choose_image,image_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_character_choose_image,image_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_character_choose_audio,audio_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_character_choose_audio,audio_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_character_choose_audio,audio_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_shape_recognition,text_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_shape_recognition,text_char_u4e09,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_shape_recognition,text_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_life_word_context,word_char_u4e0a_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_life_word_context,word_char_u4e09_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u4e0b_life_word_context,word_char_u65e5_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_listen_choose_character,text_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_listen_choose_character,text_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_listen_choose_character,text_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_character_choose_image,image_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_character_choose_image,image_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_character_choose_image,image_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_character_choose_audio,audio_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_character_choose_audio,audio_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_character_choose_audio,audio_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_shape_recognition,text_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_shape_recognition,text_char_u4e0a,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_shape_recognition,text_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_life_word_context,word_char_u4e0b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_life_word_context,word_char_u4e0a_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u65e5_life_word_context,word_char_u6708_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_listen_choose_character,text_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_listen_choose_character,text_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_listen_choose_character,text_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_character_choose_image,image_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_character_choose_image,image_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_character_choose_image,image_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_character_choose_audio,audio_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_character_choose_audio,audio_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_character_choose_audio,audio_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_shape_recognition,text_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_shape_recognition,text_char_u4e0b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_shape_recognition,text_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_life_word_context,word_char_u65e5_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_life_word_context,word_char_u4e0b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6708_life_word_context,word_char_u6c34_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_listen_choose_character,text_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_listen_choose_character,text_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_listen_choose_character,text_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_character_choose_image,image_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_character_choose_image,image_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_character_choose_image,image_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_character_choose_audio,audio_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_character_choose_audio,audio_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_character_choose_audio,audio_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_shape_recognition,text_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_shape_recognition,text_char_u65e5,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_shape_recognition,text_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_life_word_context,word_char_u6708_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_life_word_context,word_char_u65e5_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6c34_life_word_context,word_char_u706b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_listen_choose_character,text_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_listen_choose_character,text_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_listen_choose_character,text_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_character_choose_image,image_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_character_choose_image,image_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_character_choose_image,image_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_character_choose_audio,audio_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_character_choose_audio,audio_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_character_choose_audio,audio_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_shape_recognition,text_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_shape_recognition,text_char_u6708,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_shape_recognition,text_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_life_word_context,word_char_u6c34_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_life_word_context,word_char_u6708_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u706b_life_word_context,word_char_u6728_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_listen_choose_character,text_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_listen_choose_character,text_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_listen_choose_character,text_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_character_choose_image,image_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_character_choose_image,image_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_character_choose_image,image_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_character_choose_audio,audio_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_character_choose_audio,audio_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_character_choose_audio,audio_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_shape_recognition,text_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_shape_recognition,text_char_u6c34,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_shape_recognition,text_char_u5929,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_life_word_context,word_char_u706b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_life_word_context,word_char_u6c34_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u6728_life_word_context,word_char_u5929_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_listen_choose_character,text_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_listen_choose_character,text_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_listen_choose_character,text_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_character_choose_image,image_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_character_choose_image,image_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_character_choose_image,image_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_character_choose_audio,audio_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_character_choose_audio,audio_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_character_choose_audio,audio_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_shape_recognition,text_char_u6728,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_shape_recognition,text_char_u706b,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_shape_recognition,text_char_u4e91,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_life_word_context,word_char_u6728_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
q_char_u5929_life_word_context,word_char_u706b_1,优先采用当前字之前已引入的字；首批不足时使用相邻基础字。,LOW,PENDING,人工审核时确认不造成字形或语义歧义。
